listId,value,name,definition
CNL3192,X423,"Flammable solid which reacts dangerously with water, emitting flammable gases","Flammable solid which reacts dangerously with water, emitting flammable gases"
CNL3192,X432,"Spontaneously flammable (pyrophoric) solid that reacts dangerously with water, emitting flammable gases","Spontaneously flammable (pyrophoric) solid that reacts dangerously with water, emitting flammable gases"
CNL3192,X462,"Solid which reacts dangerously with water, emitting toxic gases","Solid which reacts dangerously with water, emitting toxic gases"
CNL3192,X482,"Solid which reacts dangerously with water, emitting corrosive gases","Solid which reacts dangerously with water, emitting corrosive gases"
CNL3192,X668,"Highly toxic substance, corrosive, which reacts dangerously with water","Highly toxic substance, corrosive, which reacts dangerously with water"
CNL3192,X80,"Corrosive or slightly corrosive substance, which reacts dangerously with water","Corrosive or slightly corrosive substance, which reacts dangerously with water"
CNL3192,X83,"Corrosive or slightly corrosive substance, flammable, (flash-point between 23 °C and 61 °C, inclusive), which reacts dangerously with water","Corrosive or slightly corrosive substance, flammable, (flash-point between 23 °C and 61 °C, inclusive), which reacts dangerously with water"
CNL3192,X839,"Corrosive or slightly corrosive substance, flammable (flash-point between 23 °C and 61 °C inclusive), which can spontaneously lead to violent reaction and which reacts dangerously with water","Corrosive or slightly corrosive substance, flammable (flash-point between 23 °C and 61 °C inclusive), which can spontaneously lead to violent reaction and which reacts dangerously with water"
CNL3192,X88,"Highly corrosive substance, which reacts dangerously with water","Highly corrosive substance, which reacts dangerously with water"
CNL3192,X886,"Highly corrosive substance, toxic, which reacts dangerously with water","Highly corrosive substance, toxic, which reacts dangerously with water"
CNL3192,20,Asphyxiant gas or gas with no subsidiary risk,Asphyxiant gas or gas with no subsidiary risk
CNL3192,22,"Refrigerated liquefied gas, asphyxiant","Refrigerated liquefied gas, asphyxiant"
CNL3192,223,"Refrigerated liquefied gas, flammable","Refrigerated liquefied gas, flammable"
CNL3192,225,"Refrigerated liquefied gas, oxidizing (fire-intensifying)","Refrigerated liquefied gas, oxidizing (fire-intensifying)"
CNL3192,23,Flammable gas,Flammable gas
CNL3192,238,"Gas, flammable corrosive","Gas, flammable corrosive"
CNL3192,239,"Flammable gas, which can spontaneously lead to violent reaction","Flammable gas, which can spontaneously lead to violent reaction"
CNL3192,25,Oxidizing (fire-intensifying) gas,Oxidizing (fire-intensifying) gas
CNL3192,26,Toxic gas,Toxic gas
CNL3192,263,"Toxic gas, flammable","Toxic gas, flammable"
CNL3192,265,"Toxic gas, oxidizing (fire-intensifying)","Toxic gas, oxidizing (fire-intensifying)"
CNL3192,268,"Toxic gas, corrosive","Toxic gas, corrosive"
CNL3192,28,"Gas, corrosive","Gas, corrosive"
CNL3192,30,"Flammable liquid (flash-point between 23 °C and 61 °C, inclusive) or flammable liquid or solid in the molten state with a flash point above 60°C, heated to a temperature equal to or above its flash point, or self-heating liquid","Flammable liquid (flash-point between 23 °C and 61 °C, inclusive) or flammable liquid or solid in the molten state with a flash point above 60°C, heated to a temperature equal to or above its flash point, or self-heating liquid"
CNL3192,323,"Flammable liquid which reacts with water, emitting flammable gases","Flammable liquid which reacts with water, emitting flammable gases"
CNL3192,33,Highly flammable liquid (flash-point below 23 °C),Highly flammable liquid (flash-point below 23 °C)
CNL3192,333,Pyrophoric liquid,Pyrophoric liquid
CNL3192,336,"Highly flammable liquid, toxic","Highly flammable liquid, toxic"
CNL3192,338,"Highly flammable liquid, corrosive","Highly flammable liquid, corrosive"
CNL3192,339,Highly flammable liquid which can spontaneously lead to violent reaction,Highly flammable liquid which can spontaneously lead to violent reaction
CNL3192,36,"Flammable liquid (flash-point between 23 °C and 61 °C, inclusive), slightly toxic or self-heating liquid toxic","Flammable liquid (flash-point between 23 °C and 61 °C, inclusive), slightly toxic or self-heating liquid toxic"
CNL3192,362,"Flammable liquid, toxic, which reacts with water, emitting flammable gases","Flammable liquid, toxic, which reacts with water, emitting flammable gases"
CNL3192,368,"Flammable liquid, toxic, corrosive","Flammable liquid, toxic, corrosive"
CNL3192,38,"Flammable liquid (flash-point between 23 °C and 61 °C, inclusive), slightly corrosive or self-heating liquid, corrosive","Flammable liquid (flash-point between 23 °C and 61 °C, inclusive), slightly corrosive or self-heating liquid, corrosive"
CNL3192,382,"Flammable liquid, corrosive, which reacts with water, emitting flammable gases","Flammable liquid, corrosive, which reacts with water, emitting flammable gases"
CNL3192,39,"Flammable liquid, which can spontaneously lead to violent reaction","Flammable liquid, which can spontaneously lead to violent reaction"
CNL3192,40,"Flammable solid, or self-reactive substance, or self-heating substance","Flammable solid, or self-reactive substance, or self-heating substance"
CNL3192,423,"Solid which reacts with water, emitting flammable gases","Solid which reacts with water, emitting flammable gases"
CNL3192,43,Spontaneously flammable (pyrophoric) solid,Spontaneously flammable (pyrophoric) solid
CNL3192,44,"Flammable solid, in the molten state at an elevated temperature","Flammable solid, in the molten state at an elevated temperature"
CNL3192,446,"Flammable solid, toxic, in the molten state, at an elevated temperature","Flammable solid, toxic, in the molten state, at an elevated temperature"
CNL3192,46,"Flammable or self-heating solid, toxic","Flammable or self-heating solid, toxic"
CNL3192,462,"Toxic solid which reacts with water, emitting flammable gases","Toxic solid which reacts with water, emitting flammable gases"
CNL3192,48,"Flammable or self-heating solid, corrosive","Flammable or self-heating solid, corrosive"
CNL3192,482,"Corrosive solid which reacts with water, emitting flammable gases","Corrosive solid which reacts with water, emitting flammable gases"
CNL3192,50,Oxidizing (fire-intensifying) substance,Oxidizing (fire-intensifying) substance
CNL3192,539,Flammable organic peroxide,Flammable organic peroxide
CNL3192,55,Strongly oxidizing (fire-intensifying) substance,Strongly oxidizing (fire-intensifying) substance
CNL3192,556,"Strongly oxidizing (fire-intensifying) substance, toxic","Strongly oxidizing (fire-intensifying) substance, toxic"
CNL3192,558,"Strongly oxidizing (fire-intensifying) substance, corrosive","Strongly oxidizing (fire-intensifying) substance, corrosive"
CNL3192,559,"Strongly oxidizing (fire-intensifying) substance, which can spontaneously lead to violent rea...","Strongly oxidizing (fire-intensifying) substance, which can spontaneously lead to violent rea..."
CNL3192,56,"Oxidizing substance (fire-intensifying), toxic","Oxidizing substance (fire-intensifying), toxic"
CNL3192,568,"Oxidizing substance (fire-intensifying), toxic, corrosive","Oxidizing substance (fire-intensifying), toxic, corrosive"
CNL3192,58,"Oxidizing substance (fire-intens ifying), corrosive","Oxidizing substance (fire-intens ifying), corrosive"
CNL3192,59,Oxidizing substance (fire-intensifying) which can spontaneously lead to violent reaction,Oxidizing substance (fire-intensifying) which can spontaneously lead to violent reaction
CNL3192,60,Toxic or slightly toxic substance,Toxic or slightly toxic substance
CNL3192,606,Infectious substance,Infectious substance
CNL3192,623,"Toxic liquid, which reacts with water, emitting flammable gases","Toxic liquid, which reacts with water, emitting flammable gases"
CNL3192,63,"Toxic substance, flammable (flash-point between 23 °C and 61 °C, inclusive)","Toxic substance, flammable (flash-point between 23 °C and 61 °C, inclusive)"
CNL3192,638,"Toxic substance, flammable (flash-point between 23 °C and 61 °C, inclusive), corrosive","Toxic substance, flammable (flash-point between 23 °C and 61 °C, inclusive), corrosive"
CNL3192,639,"Toxic substance, flammable (flash-point not above 61 °C) which can spontaneously lead to violent reaction","Toxic substance, flammable (flash-point not above 61 °C) which can spontaneously lead to violent reaction"
CNL3192,64,"Toxic solid, flammable or self-heating","Toxic solid, flammable or self-heating"
CNL3192,642,"Toxic solid, which reacts with water, emitting flammable gases","Toxic solid, which reacts with water, emitting flammable gases"
CNL3192,65,"Toxic substance, oxidizing (fire-intensifying)","Toxic substance, oxidizing (fire-intensifying)"
CNL3192,66,Highly toxic substance,Highly toxic substance
CNL3192,663,"Highly toxic substance, flammable (flash-point not above 61 °C)","Highly toxic substance, flammable (flash-point not above 61 °C)"
CNL3192,664,"Highly toxic solid, flammable or self-heating","Highly toxic solid, flammable or self-heating"
CNL3192,665,"Highly toxic substance, oxidizing (fire-intensifying)","Highly toxic substance, oxidizing (fire-intensifying)"
CNL3192,668,"Highly toxic substance, corrosive","Highly toxic substance, corrosive"
CNL3192,669,Highly toxic substance which can spontaneously lead to violent reaction,Highly toxic substance which can spontaneously lead to violent reaction
CNL3192,68,"Toxic substance, corrosive","Toxic substance, corrosive"
CNL3192,69,"Toxic or slightly toxic substance, which can spontaneously lead to violent reaction","Toxic or slightly toxic substance, which can spontaneously lead to violent reaction"
CNL3192,70,Radioactive material,Radioactive material
CNL3192,768,"Radioactive material, toxic, corrosive","Radioactive material, toxic, corrosive"
CNL3192,78,"Radioactive material, corrosive","Radioactive material, corrosive"
CNL3192,80,Corrosive or slightly corrosive substance,Corrosive or slightly corrosive substance
CNL3192,823,"Corrosive liquid which reacts with water, emitting flammable gases","Corrosive liquid which reacts with water, emitting flammable gases"
CNL3192,83,"Corrosive or slightly corrosive substance, flammable (flash-point between 23 °C and 61 °C, inclusive)","Corrosive or slightly corrosive substance, flammable (flash-point between 23 °C and 61 °C, inclusive)"
CNL3192,839,"Corrosive or slightly corrosive substance, flammable (flash-point between 23 °C and 61 °C inclusive), which can spontaneously lead to violent reaction","Corrosive or slightly corrosive substance, flammable (flash-point between 23 °C and 61 °C inclusive), which can spontaneously lead to violent reaction"
CNL3192,84,"Corrosive solid, flammable or self-heating","Corrosive solid, flammable or self-heating"
CNL3192,842,"Corrosive solid which reacts with water, emitting flammable gases","Corrosive solid which reacts with water, emitting flammable gases"
CNL3192,85,"Corrosive or slightly corrosive substance, oxidizing (fire-intensifying)","Corrosive or slightly corrosive substance, oxidizing (fire-intensifying)"
CNL3192,856,"Corrosive or slightly corrosive substance, oxidizing (fire-intensifying) and toxic","Corrosive or slightly corrosive substance, oxidizing (fire-intensifying) and toxic"
CNL3192,86,"Corrosive or slightly corrosive substance, toxic","Corrosive or slightly corrosive substance, toxic"
CNL3192,88,Highly corrosive substance,Highly corrosive substance
CNL3192,883,"Highly corrosive substance, flammable (flash-point between 23 °C and 61 °C inclusive)","Highly corrosive substance, flammable (flash-point between 23 °C and 61 °C inclusive)"
CNL3192,884,"Highly corrosive solid, flammable or self-heating","Highly corrosive solid, flammable or self-heating"
CNL3192,885,"Highly corrosive substance, oxidizing (fire-intensifying)","Highly corrosive substance, oxidizing (fire-intensifying)"
CNL3192,886,"Highly corrosive substance, toxic","Highly corrosive substance, toxic"
CNL3192,89,"Corrosive or slightly corrosive substance, which can spontaneously lead to violent reaction","Corrosive or slightly corrosive substance, which can spontaneously lead to violent reaction"
CNL3192,90,Environmentally hazardous substance,Environmentally hazardous substance
CNL3192,99,Miscellaneous dangerous substance carried at an elevated temperature.,Miscellaneous dangerous substance carried at an elevated temperature.
CNL3192,NOT_APPLICABLE,Pas d'application,Non applicable
CNL3114,ADG,Australian Dangerous Goods Code,Australian Dangerous Goods Code
CNL3114,ADNR,ADNR,"Regulation for the Carriage of Dangerous Substances on the Rhine (ADNR) Decree of 5 December 2002 on the transport of dangerous goods by inland waterways. The French regulations for the transport of dangerous goods on the Rhine, adopted by Resolution 1993-II-25 of the Central Commission for Navigation on the Rhine (CCNR) in Strasbourg on 1 December 1993 and published by Decree No. 95-812 of 14 June 1995 as amended. The latest amendments to this regulation were adopted by successive resolutions of the CCNR in 2000 and will enter into force on 1 January 2001."
CNL3114,ADR,ADR / Accord européen sur le transport des marchandises dangereuses,"European agreement on the international carriage of dangerous goods on road. ADR is the abbreviation of ""Accord europeen relatif au transport international des marchandises dangereuses par route""."
CNL3114,CFR,"US, Code 49 des réglements fédéraux","United States federal regulations issued by the US Department of transportation covering the domestic transportation of dangerous goods by truck, rail, water and air."
CNL3114,HSN,Hazardous Substances and New Organisms Act,Hazardous Substances and New Organisms Act 1996 New Zealand group standard
CNL3114,ICA,"IATA ICAO, Règlement couvrant le transport international des marchandises dangereuses publié par l'Association Internationale des Transporteurs Aériens (IATA) et par l'Organisation pour l'Aviation Civile Internationale (ICAO).",Regulations covering the international transportation of dangerous goods issued by the International Air Transport Association and the International Civil Aviation Organization.
CNL3114,IMD,"IMO IMDG code, Règlement publié par l'Organisation Maritime Internationale et couvrant le transport des marchandises dangereuses sur des navires de haute mer.",Regulations regarding the transportation of dangerous goods on ocean-going vessels issued by the International Maritime Organization.
CNL3114,RID,"RID /Réglementation internationale du transport des marchandises dangereuses, applicable à l'environnement ferroviaire et routier.","International regulations concerning the international carriage of dangerous goods by rail. RID is the abbreviation of ""Reglement International concernant le transport des marchandises Dangereuses par chemin de fer""."
CNL3114,TEC,Carte de transport d'urgence,Transport Emergency Trem Card (GS1 Code)
CNL3114,UI,Livre IMO du Royaume Uni,The United Kingdom (UK) version of the International Maritime Organisation (IMO) book on dangerous goods.
CNL3114,ZCG,Contient des marchandises dangereuses,Contains Dangerous Goods: Trade item contains goods that have been deemed to be dangerous by regulatory and transport agencies.
CNL3114,ZGE,"Contient des marchandises dangereuses, mais des exceptions pour le transport",Contains Dangerous Goods Exception - Trade item contains goods that have been deemed to be dangerous by regulatory and transport agencies but there are exceptions contained for transport.
CNL3114,ZNA,Pas de marchandises dangereuses ni contient de (s) produit (s) dangereux,Trade Item is not a dangerous good nor contains dangerous good(s)
CNL3114,ZNB,"Pas de marchandises dangereuses, mais des renseignements supplémentaires pour le transport",No Dangerous Goods Additional Information - Trade item does not contain goods that have been deemed to be dangerous but transportation additional information is claimed.
CNL3114,ZZZ,Défini conjointement,Additional and/or other information for the transportation of dangerous goods which are mutually defined.
CNL3200,ANTI_CAVATIES_ANTI_TOOTH_DECAY,Anti-cavités/Anti-carie dentaire,Tending to prevent tooth decay.
CNL3200,DENTAL_PLAQUE,Plaque dentaire,"Dental plaque is a sticky, colourless or pale yellow film that is constantly forming on your teeth."
CNL3200,DENTURE_CARE,Soins des prothèses dentaires,Proper denture care is crucial to maintaining the life of the appliance and to sustain oral health.
CNL3200,FLUORIDE,Fluorure,Fluoride is mainly used to improve dental health.
CNL3200,FRESH_BREATH,Haleine fraîche,Natural saliva flushes bacteria and leftover food particles from your mouth and saliva production in your mouth decreases while you sleep. The product contains elements to freshen a consumers breath.
CNL3200,GUM_CARE,Soins des gencives,These products contain characteristics to provide means to have healthier gums.
CNL3200,OTHER,Autres,The value needed is not listed or is not defined within this list’s individual code values and definitions. Please send a work request into GS1 or your solution provider requesting the code you are searching for.
CNL3200,SENSITIVE,Sensible,These products contain characteristics to provide means to alleviate condition of sensitive gums or teeth.
CNL3200,TARTAR_CONTROL,Contrôle du tartre,There are a variety of ingredients used in product to help prevent the buildup of tartar on the teeth.
CNL3200,WHITENING,Blanchiment,To make teeth white or whiter.
CNL3115,COELIAC,Coeliac,Denotes a product that can be safely consumed by a person with coeliac disease. Coeliac disease is caused by a reaction to gladin (a gluten protein found in wheat) and similar proteins found in other crops.
CNL3115,DIABETIC,Diabetic,Denotes a product that intends to decrease the need for insulin or oral diabetic agents by adjusting caloric and carbohydrate intake.
CNL3115,DIETETIC,Dietetic,Denotes a product that is specially prepared or processed for people on restrictive diets.
CNL3115,FREE_FROM_GLUTEN,Free From Gluten,"Denotes a product that can be used in a gluten free diet, as specified by the appropriate authority within a target market."
CNL3115,GRAIN_FREE,Grain free,"Indicates that the product is suitable for a grain-free diet that eliminates all grains, including wheat, spelt, barley, rye, dried corn, millet, rice, and oats, as well as foods — and sometimes even ingredients — derived from them."
CNL3115,HALAL,Halal,Denotes selling or serving food ritually fit according to Islamic dietary laws.
CNL3115,HIGH_CARB,High Carb,"High Carb is not a fast diet but much more a complete diet. ""High Carb"" means that most of the calories in your daily diet come from carbohydrates. At the same time, it is also a low fat diet because the fat content in the diet is relatively low."
CNL3115,HIGH_PROTEIN,High protein,"Indicates that the product is suitable for a protein-defined diet in which protein foods are dominant, calories are low, carbohydrates are largely avoided and fat is avoided to a limited extent."
CNL3115,INFANT_FORMULA,Infant Formula,"Infant formulas come in powder, liquid concentrate, and ready-to-feed forms. Infant formulas come in a variety of types: Cow's milk formula is the most commonly used type. The milk has been altered to resemble breast milk. Soy protein based formulas are frequently used for infants allergic to cow's milk or lactose."
CNL3115,KETO,Keto,"A ketogenic diet is a form of low carb diet. It is characterized by an extremely low carbohydrate and very high-fat diet. Due to the lack of carbohydrates, the metabolism changes and gets into the so-called ""ketosis""."
CNL3115,KOSHER,Kosher,Denotes selling or serving food ritually fit according to Jewish dietary laws.
CNL3115,LACTASE_ENZYME,Lactase Enzyme,This product is an enzyme supplement used to help people who have trouble digesting milk and other dairy products (lactose intolerance). Lactase enzyme is normally produced by the body to help break down (digest) lactose.
CNL3115,LACTOSE_FREE,Lactose free,Indicates that the product is suitable for a those with an intolerance to lactose as the product does not contain the lactose sugar that is normally found in a dairy product.
CNL3115,LOW_CARB,Low Carb,"Low-carb diets is a diet that restrict carbohydrate consumption. Foods high in carbohydrates (e.g., sugar, bread, pasta) are limited or replaced with foods containing a higher percentage of fats and moderate protein (e.g., meat, poultry, fish, shellfish, eggs, cheese, nuts, and seeds) and other foods low in carbohydrates (e.g., most salad vegetables such as spinach, kale, chard and collards), although other vegetables and fruits (especially berries) are often allowed."
CNL3115,LOW_FAT,Low Fat,A low-fat diet is one that restricts fat and often saturated fat and cholesterol as well. Low-fat diets are intended to reduce the occurrence of conditions such as heart disease and obesity.
CNL3115,LOW_PROTEIN,Low protein,Indicates that the product is suitable for a protein-defined diet in which the protein intake with food is restricted.
CNL3115,MEAL_REPLACEMENT,Meal Replacement,"A calorie-controlled, pre-packaged product in the form of a bar or a beverage (ready-to-drink or powder) that is used to replace a meal."
CNL3115,MOTHERS_MILK_SUBSTITUTE,Mothers Milk Substitute,The item is approved as substitute mother's milk the appropriate authority of the target market.
CNL3115,NUTRITION_SUPPLEMENT,Nutrition Supplement,"Nutritional supplements are any dietary supplement that is intended to provide nutrients that may otherwise not be consumed in sufficient quantities; for example, vitamins, minerals, proteins, amino acids or other nutritional substances."
CNL3115,ORGANIC,Organic,"Denotes a food product that was produced with the use of feed or fertiliser of plant or animal origin, without employment of chemically formulated fertilisers, growth stimulants, antibiotics or pesticides."
CNL3115,PALEO,Paleo,"Paleo diet, is a fad diet type requiring the sole or predominant eating of foods presumed to have been available to humans during the Paleolithic era."
